date;expense_category;expense_type;value;month;year;weekday_number;weekday_text;months_text;store;city;english_translation
25/07/2023;food;sbudget jogurt;0,39;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;spar laugenfussball;1,98;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget mozzarella;0,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget mozzarella;0,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget mozzarella;0,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget tomaten ds.;0,55;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;radl. Limoe 1lmw fl.;1,98;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;spar pesto genovese 190g;0,795;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget feta 200g;1,345;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget cheddar ger.;2,39;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget salatmix 90g;0,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget mozzarella;2,29;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget baguette;0,69;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;marille spar 1kg;1,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;ssd eier gr. L 6er;1,995;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;spar eissalon haseln;2,19;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;despar grana padano;1,095;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;neni tomaten hummus;3,29;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;taralli;1,59;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;hb bernerwuerstl;5,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;tann rostbratwuerstl;3,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;ilhenny tabasco chip;3,79;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget cherrytom. 500g;1,245;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget sugo basil.;0,695;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget teebutter;0,925;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;veggie bio tofu ger.;1,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;sbudget champignon 500g;1,99;7;2023;2;Tuesday;Jul;eurospar;klagenfurt;
25/07/2023;food;menu 1;3,3;7;2023;2;Tuesday;Jul;infineon;;
27/07/2023;food;hairdresser;44;7;2023;4;Thursday;Jul;styling galerie;klagenfurt;
27/07/2023;food;laugenfussball;2,97;7;2023;4;Thursday;Jul;billa;villach;
27/07/2023;food;maxi nuss schnecke;1,75;7;2023;4;Thursday;Jul;billa;villach;
27/07/2023;food;vital;5,3;7;2023;4;Thursday;Jul;infineon;;
27/07/2023;food;dessert;0,79;7;2023;4;Thursday;Jul;infineon;;
24/11/2023;drugstore products;dontodent zb comp.soft protect;1,15;11;2023;5;Friday;Nov;dm;klagenfurt;
28/07/2023;food;3er wrap;3,79;7;2023;5;Friday;Jul;billa;villach;
28/07/2023;food;laugenfussball;2,23;7;2023;5;Friday;Jul;billa;villach;
28/07/2023;food;maxi nuss schnecke;1,75;7;2023;5;Friday;Jul;billa;villach;
28/07/2023;food;grill;4,16;7;2023;5;Friday;Jul;infineon;;
28/07/2023;food;dessert;0,79;7;2023;5;Friday;Jul;infineon;;
29/07/2023;food;burger beef-veggie;3,39;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
29/07/2023;food;coke lem. Zero 0,33l;1,19;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
29/07/2023;food;innocent saft 0,75l;2,46;7;2023;6;Saturday;Jul;eurospar;klagenfurt;
29/07/2023;food;chio tortilla cheese;1,24;7;2023;6;Saturday;Jul;interspar;;
29/07/2023;food;ben&jerrys half bak.;5,24;7;2023;6;Saturday;Jul;interspar;;
29/07/2023;food;chio dip;1,79;7;2023;6;Saturday;Jul;interspar;;
31/07/2023;food;vital;5,3;7;2023;1;Monday;Jul;infineon;;
31/07/2023;food;dessert;0,79;7;2023;1;Monday;Jul;infineon;;
31/07/2023;food;maxi nuss schnecke;1,75;7;2023;1;Monday;Jul;billa;villach;
01/08/2023;food;maxi nuss schnecke;1,75;8;2023;2;Tuesday;Aug;billa;villach;
02/08/2023;food;nougattasche;1,39;8;2023;3;Wednesday;Aug;billa;villach;
02/08/2023;food;maxi nuss schnecke;1,75;8;2023;3;Wednesday;Aug;billa;villach;
02/08/2023;food;menu 2;2,9;8;2023;3;Wednesday;Aug;infineon;;
04/08/2023;food;vital;5,3;8;2023;5;Friday;Aug;infineon;;
04/08/2023;food;dessert;0,79;8;2023;5;Friday;Aug;infineon;;
05/08/2023;entertainment;gokart;22;8;2023;6;Saturday;Aug;eko kartbahn gmbh;klagenfurt;
05/08/2023;entertainment;gokart;22;8;2023;6;Saturday;Aug;eko kartbahn gmbh;klagenfurt;
05/08/2023;food;pepsi regular;0,55;8;2023;6;Saturday;Aug;lidl;;
05/08/2023;food;kaffeekapseln m. lungo decaf.;3,09;8;2023;6;Saturday;Aug;lidl;;
05/08/2023;food;premium sorbet mango;1,99;8;2023;6;Saturday;Aug;lidl;;
05/08/2023;food;burrata;1,99;8;2023;6;Saturday;Aug;lidl;;
05/08/2023;food;tortilla chips nacho kase;1,59;8;2023;6;Saturday;Aug;lidl;;
05/08/2023;food;handdesinfektion;0,99;8;2023;6;Saturday;Aug;lidl;;
05/08/2023;transportation;autostrada;1,9;8;2023;6;Saturday;Aug;autostrade per l'italia;udine;
05/08/2023;food;fontina dop;3,595;8;2023;6;Saturday;Aug;carrefour;udine;
05/08/2023;food;grana padano gratt.;1,495;8;2023;6;Saturday;Aug;carrefour;udine;
05/08/2023;food;coca cola lattina sl.;0,89;8;2023;6;Saturday;Aug;carrefour;udine;
05/08/2023;food;succo yoga mela/ban.;1,55;8;2023;6;Saturday;Aug;carrefour;udine;
05/08/2023;food;dent. C-fresh mentade;2,495;8;2023;6;Saturday;Aug;carrefour;udine;
05/08/2023;food;acqua naturale ml500;0,25;8;2023;6;Saturday;Aug;carrefour;udine;
07/08/2023;food;aufschnitt;4,69;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;spar knusper muesl;2,99;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;rollino krau;1,21;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;sbu. Nussnougat cr.;1,05;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;pflaumen bio 500g;1,49;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;spar 6 wraps 372g;1,65;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;taralli;0,99;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;spar bio eier 6er m;1,795;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;schmids spaetzle fam;1,995;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;bananen;1,25;8;2023;1;Monday;Aug;eurospar;klagenfurt;
07/08/2023;food;vital;5,3;8;2023;1;Monday;Aug;infineon;;
07/08/2023;food;dessert;0,79;8;2023;1;Monday;Aug;infineon;;
08/08/2023;food;vital;5,3;8;2023;2;Tuesday;Aug;infineon;;
08/08/2023;food;dessert;0,79;8;2023;2;Tuesday;Aug;infineon;;
09/08/2023;food;bowl;5,52;8;2023;3;Wednesday;Aug;infineon;;
09/08/2023;food;dessert;0,79;8;2023;3;Wednesday;Aug;infineon;;
10/08/2023;food;grill;4,16;8;2023;4;Thursday;Aug;infineon;;
10/08/2023;food;dessert;0,79;8;2023;4;Thursday;Aug;infineon;;
11/08/2023;food;menu 2;2,9;8;2023;5;Friday;Aug;infineon;;
11/08/2023;food;dessert;0,79;8;2023;5;Friday;Aug;infineon;;
12/08/2023;food;pps sal. Milano gr150;1,79;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;pps sal. Milano gr150;1,79;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;aglio 90g;0,495;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;form.occhio di car;3,86;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;petali di guanciale;1,075;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;granmix pecorino;1,175;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;4 uova m all. Ter s/a;0,845;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;bisc. Rustici cabr.;2,35;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;centrifuga yoga cur;2,55;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;mortadella librament;1,85;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;mortadella librament;1,85;8;2023;6;Saturday;Aug;eurospar;udine;
12/08/2023;food;babaganousch;2,15;8;2023;6;Saturday;Aug;eurospar;udine;
16/08/2023;food;nuss nougat crois.;1,05;8;2023;3;Wednesday;Aug;billa;villach;
16/08/2023;food;maxi nuss schnecke;1,75;8;2023;3;Wednesday;Aug;billa;villach;
16/08/2023;food;grill;4,16;8;2023;3;Wednesday;Aug;infineon;;
16/08/2023;food;dessert;0,79;8;2023;3;Wednesday;Aug;infineon;;
17/08/2023;food;tann putenaufshnitt;2,49;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;spar 6 wraps 372g;1,65;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;taralli;1,59;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;taralli;1,59;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;hohes c 1l;2,69;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;sbudget jogurt;0,39;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;sbudget jogurt;0,39;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;sbudget jogurt;0,39;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;spar gurke stk;1,29;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;sbud kartoffelgnocc;1,745;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;spar dressing;0,79;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;sbudget schlemmerfil;2,99;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;spar backrohr frites;2,99;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;veggie bio tofu ger.;1,99;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;veggie bio tofu ger.;1,99;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;schmids spaetzle fam;1,995;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;mozzarella;0,74;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;mozzarella;0,74;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;mozzarella;0,74;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;mozzarella;0,74;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;sbudget weichkaese;2,61;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;mm-ben&jerry peanut but;6,99;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;sbudget kaeferbohne;1,69;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;sbudget kaeferbohne;1,69;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;sbudget kaeferbohne;1,69;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;spar weissebohne400g;0,69;8;2023;4;Thursday;Aug;eurospar;klagenfurt;
17/08/2023;food;grill;4,16;8;2023;4;Thursday;Aug;infineon;;
17/08/2023;food;dessert;0,79;8;2023;4;Thursday;Aug;infineon;;
18/08/2023;food;kit kat sma. Sing;2,69;8;2023;5;Friday;Aug;hofer;klagenfurt;
18/08/2023;food;bio schoko 100g;1,69;8;2023;5;Friday;Aug;hofer;klagenfurt;
18/08/2023;food;bio schoko 100g;1,69;8;2023;5;Friday;Aug;hofer;klagenfurt;
18/08/2023;food;zwetsch./hollerr.;2,79;8;2023;5;Friday;Aug;hofer;klagenfurt;
18/08/2023;food;grill;4,16;8;2023;5;Friday;Aug;infineon;;
18/08/2023;food;dessert;0,79;8;2023;5;Friday;Aug;infineon;;
19/08/2023;food;kit kat sma. Sing;2,69;8;2023;6;Saturday;Aug;hofer;klagenfurt;
19/08/2023;food;wraps 170g;2,59;8;2023;6;Saturday;Aug;hofer;klagenfurt;
19/08/2023;food;tort. Chips 300g;1,59;8;2023;6;Saturday;Aug;hofer;klagenfurt;
19/08/2023;food;eistee 750ml;0,89;8;2023;6;Saturday;Aug;hofer;klagenfurt;
19/08/2023;food;bio-vitalgeback;2,79;8;2023;6;Saturday;Aug;hofer;klagenfurt;
19/08/2023;food;bio-vitalgeback;2,79;8;2023;6;Saturday;Aug;hofer;klagenfurt;
19/08/2023;food;mohn/nusstrudel;3,45;8;2023;6;Saturday;Aug;hofer;klagenfurt;
19/08/2023;food;sushi box;1,495;8;2023;6;Saturday;Aug;hofer;klagenfurt;
19/08/2023;food;cola zero 330ml;0,45;8;2023;6;Saturday;Aug;hofer;klagenfurt;
21/08/2023;food;menu 2;2,9;8;2023;1;Monday;Aug;infineon;;
22/08/2023;food;menu 2;2,9;8;2023;2;Tuesday;Aug;infineon;;
22/08/2023;food;dessert;0,79;8;2023;2;Tuesday;Aug;infineon;;
23/08/2023;food;laugenfussball;0,99;8;2023;3;Wednesday;Aug;billa;villach;
23/08/2023;food;laugenfussball;0,99;8;2023;3;Wednesday;Aug;billa;villach;
23/08/2023;food;laugenfussball;0,99;8;2023;3;Wednesday;Aug;billa;villach;
27/08/2023;food;coca cola ml 330x4;2,99;8;2023;7;Sunday;Aug;eurospar;tarvisio;
27/08/2023;food;succoso zero;1,75;8;2023;7;Sunday;Aug;eurospar;tarvisio;
27/08/2023;food;pom. Ciliegino;0,745;8;2023;7;Sunday;Aug;eurospar;tarvisio;
27/08/2023;food;mozzarella s-budget;1,05;8;2023;7;Sunday;Aug;eurospar;tarvisio;
27/08/2023;food;mozzarella s-budget;1,05;8;2023;7;Sunday;Aug;eurospar;tarvisio;
27/08/2023;food;roberto bruschetta;2,05;8;2023;7;Sunday;Aug;eurospar;tarvisio;
27/08/2023;food;pom. Ciliegino;1,49;8;2023;7;Sunday;Aug;eurospar;tarvisio;
27/08/2023;food;pps coppa g. 125;2,15;8;2023;7;Sunday;Aug;eurospar;tarvisio;
27/08/2023;food;pps sa. Milano gr150;1,79;8;2023;7;Sunday;Aug;eurospar;tarvisio;
02/09/2023;food;macaroni&cheese;22,33;9;2023;6;Saturday;Sep;snack shop;;
02/09/2023;food;mississippi belle macaroni and cheese dinner 206g;2,49;9;2023;6;Saturday;Sep;snack shop;;
26/01/2024;drugstore products;elmex zc 75ml;4,49;1;2024;5;Friday;Jan;eurospar;klagenfurt;
02/09/2023;food;happy day himbeer;2,39;9;2023;6;Saturday;Sep;billa;;
03/09/2023;food;mix formaggi a. adige;3,43;9;2023;7;Sunday;Sep;eurospar;tarvisio;
15/07/2023;drugstore products;fa men dusche attrac. for 400ml;2,3;7;2023;6;Saturday;Jul;dm;;
03/09/2023;food;cdi bonduelle;0,645;9;2023;7;Sunday;Sep;eurospar;tarvisio;
03/09/2023;food;tarallini;2,14;9;2023;7;Sunday;Sep;eurospar;tarvisio;
03/09/2023;food;biscotti despar;2,59;9;2023;7;Sunday;Sep;eurospar;tarvisio;
03/09/2023;food;valeriana despar;1,59;9;2023;7;Sunday;Sep;eurospar;tarvisio;
20/10/2023;others;farmaco;48,5;10;2023;5;Friday;Oct;farmacia;aosta;drug
03/09/2023;food;pps coppa 125g;2,15;9;2023;7;Sunday;Sep;eurospar;tarvisio;
03/09/2023;food;mortadella librament;1,85;9;2023;7;Sunday;Sep;eurospar;tarvisio;
23/11/2023;gas;gas;23,91;11;2023;4;Thursday;Nov;avanti;klagenfurt;
03/09/2023;food;pps olive nere denocciolate;0,89;9;2023;7;Sunday;Sep;eurospar;tarvisio;
20/10/2023;hairdresser;hairdresser;20;10;2023;5;Friday;Oct;andreastudio;aosta;
27/07/2023;hairdresser;hairdresser;44;7;2023;4;Thursday;Jul;styling galerie;;
18/11/2023;cleaning products;handdesinfektion;0,59;11;2023;6;Saturday;Nov;hofer;klagenfurt;
04/09/2023;food;menu 2;2,9;9;2023;1;Monday;Sep;infineon;;
05/09/2023;food;menu 2;2,9;9;2023;2;Tuesday;Sep;infineon;;
06/09/2023;food;menu 1;3,3;9;2023;3;Wednesday;Sep;infineon;;
06/09/2023;food;geback;1,03;9;2023;3;Wednesday;Sep;infineon;;
07/09/2023;food;espresso;2,6;9;2023;4;Thursday;Sep;train to wien;wien;
07/09/2023;food;bio spinat knoedel;5,45;9;2023;4;Thursday;Sep;train to wien;wien;
08/09/2023;transportation;ticket;7,3;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;transportation;ticket;4,75;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;espresso doble;2;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;pavlova;5,25;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;buddha bowl;7,65;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;espresso;1,7;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;brauner r;3,8;9;2023;5;Friday;Sep;airport;wien;
08/09/2023;food;croquetas jamon alpu;0,645;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;nachos tex mex;0,575;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;zumo naranja exprimi;1,39;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;ensalada variada dia;0,95;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;pomelo;2,49;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;bolsa reu 50recicdia;0,17;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;empanada pollo;0,75;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;agua s/G dia 50cl;0,23;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;dados queso ensalada;0,475;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;guacamole al punto;1,485;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;tortilla cebolla;2,69;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;pechuga pavo finas;2,15;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;bebida kombucha;2,59;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;kombucha berryvida;2,59;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;salsa cesar chovi;0,985;9;2023;5;Friday;Sep;madrid;madrid;
08/09/2023;food;guindillas vasca;0,625;9;2023;5;Friday;Sep;madrid;madrid;
09/09/2023;food;font vella 1L;0,695;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;coca cola 33cl;0,85;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;empanada italia;1,5;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;cichle peppermint;1,45;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;entertainment;IKONO museum;15;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;transportation;ticket;3,05;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;nachos tex mex;1,15;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;fuet duplo;1,825;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;guacamole al punto;1,04;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;flan queso caprichos;1,99;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;zumo pina manz uva;0,99;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;agua min ntral dia;3,875;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;patatas ondula jamon;1,45;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;papel hig comp 2C;1,375;9;2023;6;Saturday;Sep;madrid;madrid;
09/09/2023;food;papel cocina compact;1,225;9;2023;6;Saturday;Sep;madrid;madrid;
10/09/2023;food;chicken burger - mcdonalds;1,3;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;coca cola;0,95;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;transportation;metro ticket madrid;3,05;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;gyoza de carne;1,495;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;tortilla chips;0,845;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;siao long pa;1,645;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;taboule orie;2,29;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;chef select;1,645;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;papel para horno;0,825;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;ensalada cesar light;2,39;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;doritos tex mex;1,695;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;salsa dip;0,595;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;flan de huevo;2,29;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;salsa dip;0,595;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;pomelo;0,96;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;patatas sabor;1,29;9;2023;7;Sunday;Sep;madrid;madrid;
10/09/2023;food;bolsa de papel;0,2;9;2023;7;Sunday;Sep;madrid;madrid;
11/09/2023;food;san suav concent esen;1,9;9;2023;1;Monday;Sep;madrid;madrid;
11/09/2023;food;churros;2,25;9;2023;1;Monday;Sep;madrid;madrid;
11/09/2023;food;espresso;2;9;2023;1;Monday;Sep;madrid;madrid;
12/09/2023;food;espresso doble;2,25;9;2023;2;Tuesday;Sep;madrid;madrid;
12/09/2023;food;mousse de mango;1,95;9;2023;2;Tuesday;Sep;madrid;madrid;
12/09/2023;food;water;0,34;9;2023;2;Tuesday;Sep;madrid;madrid;
12/09/2023;transportation;metro ticket madrid;2;9;2023;2;Tuesday;Sep;madrid;madrid;
12/09/2023;transportation;ticket;1,7;9;2023;2;Tuesday;Sep;madrid;madrid;
12/09/2023;transportation;ticket;1,7;9;2023;2;Tuesday;Sep;madrid;madrid;
13/09/2023;food;decaf;1,21;9;2023;3;Wednesday;Sep;mcdonalds;madrid;
13/09/2023;food;water;0,55;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;zumo naranja 1L;1,3;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;café qualita oro;3,75;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;galleta avena bio;2,59;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;garbazos la abuela;1,84;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;salsa napolitana;0,705;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;mozzarella;0,93;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;ensalada arroz 260G;3,35;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;ensalada de la huer;1,84;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;ensalada premium;1,645;9;2023;3;Wednesday;Sep;madrid;madrid;
13/09/2023;food;trenza c/nuez pecan;0,65;9;2023;3;Wednesday;Sep;madrid;madrid;
14/09/2023;food;patatas fritas;1;9;2023;4;Thursday;Sep;madrid;madrid;
14/09/2023;food;montadito;2;9;2023;4;Thursday;Sep;madrid;madrid;
14/09/2023;food;montadito;1,3;9;2023;4;Thursday;Sep;madrid;madrid;
14/09/2023;food;montadito;1,1;9;2023;4;Thursday;Sep;madrid;madrid;
14/09/2023;transportation;metro ticket madrid;3,05;9;2023;4;Thursday;Sep;madrid;madrid;
14/09/2023;food;arandano 300G;3,95;9;2023;4;Thursday;Sep;madrid;madrid;
14/09/2023;food;uva de mesa roja;1,75;9;2023;4;Thursday;Sep;madrid;madrid;
15/09/2023;transportation;metro ticket madrid;3,05;9;2023;5;Friday;Sep;madrid;madrid;
15/09/2023;food;carrot cake;5;9;2023;5;Friday;Sep;madrid;madrid;
15/09/2023;food;antioxidante;6;9;2023;5;Friday;Sep;madrid;madrid;
15/09/2023;food;panuelo pocket;1,8;9;2023;5;Friday;Sep;madrid;madrid;
15/09/2023;food;granini 33 cl.;1,45;9;2023;5;Friday;Sep;madrid;madrid;
15/09/2023;entertainment;museum;13,44;9;2023;5;Friday;Sep;madrid;madrid;
02/12/2023;clothes;herren saisonsport;49,99;12;2023;6;Saturday;Dec;tkmax;klagenfurt;
16/09/2023;transportation;metro ticket madrid;3,05;9;2023;6;Saturday;Sep;madrid;madrid;
16/09/2023;food;lindt praline;2,395;9;2023;6;Saturday;Sep;interspar;;
16/09/2023;food;café royal;1,495;9;2023;6;Saturday;Sep;interspar;;
16/09/2023;food;café royal;1,495;9;2023;6;Saturday;Sep;interspar;;
16/09/2023;food;café doble;2,2;9;2023;6;Saturday;Sep;madrid;;
16/09/2023;food;croissant cereales;2,55;9;2023;6;Saturday;Sep;madrid;;
17/09/2023;food;espresso;1,9;9;2023;7;Sunday;Sep;mcdonalds;;
18/09/2023;food;menu 2;2,9;9;2023;1;Monday;Sep;infineon;;
19/09/2023;food;grill;4,16;9;2023;2;Tuesday;Sep;infineon;;
19/09/2023;food;dessert;0,79;9;2023;2;Tuesday;Sep;infineon;;
20/09/2023;food;grill;4,16;9;2023;3;Wednesday;Sep;infineon;;
20/09/2023;food;dessert;0,79;9;2023;3;Wednesday;Sep;infineon;;
20/09/2023;food;wraps;2,99;9;2023;3;Wednesday;Sep;billa;villach;
20/09/2023;food;billa fl eier l 6er;1,395;9;2023;3;Wednesday;Sep;billa;villach;
20/09/2023;food;clever spaghetti;0,74;9;2023;3;Wednesday;Sep;billa;villach;
20/09/2023;food;clever sugo bolognese;0,595;9;2023;3;Wednesday;Sep;billa;villach;
20/09/2023;food;clever sugo basilikum;0,595;9;2023;3;Wednesday;Sep;billa;villach;
21/09/2023;food;clever tunfisch wrap;2,59;9;2023;4;Thursday;Sep;billa;villach;
21/09/2023;food;grill;4,16;9;2023;4;Thursday;Sep;infineon;;
21/09/2023;food;dessert;0,79;9;2023;4;Thursday;Sep;infineon;;
18/10/2023;hotel;hotel;119;10;2023;3;Wednesday;Oct;arcimboldi;milano;hotel
